                                   Experiment        Metric  File     Value                         Model       CNN          RNN                     Phase
960         Evaluation-ResNet50_Mamba-best-IA  Accuracy-1st     1  0.714630        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
961         Evaluation-ResNet50_Mamba-best-IA  Accuracy-1st     2  0.778135        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
962         Evaluation-ResNet50_Mamba-best-IA  Accuracy-1st     3  0.764992        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
963         Evaluation-ResNet50_Mamba-best-IA  Accuracy-1st     4  0.730274        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
964         Evaluation-ResNet50_Mamba-best-IA  Accuracy-1st     5  0.671244        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
965         Evaluation-ResNet50_Mamba-best-IA  Accuracy-2nd     1  0.285370        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
966         Evaluation-ResNet50_Mamba-best-IA  Accuracy-2nd     2  0.221865        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
967         Evaluation-ResNet50_Mamba-best-IA  Accuracy-2nd     3  0.235008        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
968         Evaluation-ResNet50_Mamba-best-IA  Accuracy-2nd     4  0.269726        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
969         Evaluation-ResNet50_Mamba-best-IA  Accuracy-2nd     5  0.328756        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
970         Evaluation-ResNet50_Mamba-best-IA      Accuracy     1  0.714630        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
971         Evaluation-ResNet50_Mamba-best-IA      Accuracy     2  0.778135        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
972         Evaluation-ResNet50_Mamba-best-IA      Accuracy     3  0.764992        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
973         Evaluation-ResNet50_Mamba-best-IA      Accuracy     4  0.730274        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
974         Evaluation-ResNet50_Mamba-best-IA      Accuracy     5  0.671244        ResNet50-Mamba-best-IA  ResNet50        Mamba     Irrigation-Aspiration
975        Evaluation-ResNet50_Transformer-IA  Accuracy-1st     1  0.750000       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
976        Evaluation-ResNet50_Transformer-IA  Accuracy-1st     2  0.769293       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
977        Evaluation-ResNet50_Transformer-IA  Accuracy-1st     3  0.750405       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
978        Evaluation-ResNet50_Transformer-IA  Accuracy-1st     4  0.791465       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
979        Evaluation-ResNet50_Transformer-IA  Accuracy-1st     5  0.728595       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
980        Evaluation-ResNet50_Transformer-IA  Accuracy-2nd     1  0.250000       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
981        Evaluation-ResNet50_Transformer-IA  Accuracy-2nd     2  0.230707       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
982        Evaluation-ResNet50_Transformer-IA  Accuracy-2nd     3  0.249595       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
983        Evaluation-ResNet50_Transformer-IA  Accuracy-2nd     4  0.208535       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
984        Evaluation-ResNet50_Transformer-IA  Accuracy-2nd     5  0.271405       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
985        Evaluation-ResNet50_Transformer-IA      Accuracy     1  0.750000       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
986        Evaluation-ResNet50_Transformer-IA      Accuracy     2  0.769293       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
987        Evaluation-ResNet50_Transformer-IA      Accuracy     3  0.750405       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
988        Evaluation-ResNet50_Transformer-IA      Accuracy     4  0.791465       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
989        Evaluation-ResNet50_Transformer-IA      Accuracy     5  0.728595       ResNet50-Transformer-IA  ResNet50  Transformer     Irrigation-Aspiration
990                 Evaluation-VGG16_BiGRU-IA  Accuracy-1st     1  0.808682                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
991                 Evaluation-VGG16_BiGRU-IA  Accuracy-1st     2  0.734727                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
992                 Evaluation-VGG16_BiGRU-IA  Accuracy-1st     3  0.744733                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
993                 Evaluation-VGG16_BiGRU-IA  Accuracy-1st     4  0.773752                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
994                 Evaluation-VGG16_BiGRU-IA  Accuracy-1st     5  0.768174                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
995                 Evaluation-VGG16_BiGRU-IA  Accuracy-2nd     1  0.191318                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
996                 Evaluation-VGG16_BiGRU-IA  Accuracy-2nd     2  0.265273                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
997                 Evaluation-VGG16_BiGRU-IA  Accuracy-2nd     3  0.255267                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
998                 Evaluation-VGG16_BiGRU-IA  Accuracy-2nd     4  0.226248                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
999                 Evaluation-VGG16_BiGRU-IA  Accuracy-2nd     5  0.231826                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
1000                Evaluation-VGG16_BiGRU-IA      Accuracy     1  0.808682                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
1001                Evaluation-VGG16_BiGRU-IA      Accuracy     2  0.734727                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
1002                Evaluation-VGG16_BiGRU-IA      Accuracy     3  0.744733                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
1003                Evaluation-VGG16_BiGRU-IA      Accuracy     4  0.773752                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
1004                Evaluation-VGG16_BiGRU-IA      Accuracy     5  0.768174                VGG16-BiGRU-IA     VGG16        BiGRU     Irrigation-Aspiration
1005               Evaluation-VGG16_BiLSTM-IA  Accuracy-1st     1  0.778135               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1006               Evaluation-VGG16_BiLSTM-IA  Accuracy-1st     2  0.786174               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1007               Evaluation-VGG16_BiLSTM-IA  Accuracy-1st     3  0.726904               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1008               Evaluation-VGG16_BiLSTM-IA  Accuracy-1st     4  0.781804               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1009               Evaluation-VGG16_BiLSTM-IA  Accuracy-1st     5  0.764136               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1010               Evaluation-VGG16_BiLSTM-IA  Accuracy-2nd     1  0.221865               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1011               Evaluation-VGG16_BiLSTM-IA  Accuracy-2nd     2  0.213826               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1012               Evaluation-VGG16_BiLSTM-IA  Accuracy-2nd     3  0.273096               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1013               Evaluation-VGG16_BiLSTM-IA  Accuracy-2nd     4  0.218196               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1014               Evaluation-VGG16_BiLSTM-IA  Accuracy-2nd     5  0.235864               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1015               Evaluation-VGG16_BiLSTM-IA      Accuracy     1  0.778135               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1016               Evaluation-VGG16_BiLSTM-IA      Accuracy     2  0.786174               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1017               Evaluation-VGG16_BiLSTM-IA      Accuracy     3  0.726904               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1018               Evaluation-VGG16_BiLSTM-IA      Accuracy     4  0.781804               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1019               Evaluation-VGG16_BiLSTM-IA      Accuracy     5  0.764136               VGG16-BiLSTM-IA     VGG16       BiLSTM     Irrigation-Aspiration
1020                  Evaluation-VGG16_GRU-IA  Accuracy-1st     1  0.729904                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1021                  Evaluation-VGG16_GRU-IA  Accuracy-1st     2  0.804662                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1022                  Evaluation-VGG16_GRU-IA  Accuracy-1st     3  0.668558                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1023                  Evaluation-VGG16_GRU-IA  Accuracy-1st     4  0.778583                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1024                  Evaluation-VGG16_GRU-IA  Accuracy-1st     5  0.799677                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1025                  Evaluation-VGG16_GRU-IA  Accuracy-2nd     1  0.270096                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1026                  Evaluation-VGG16_GRU-IA  Accuracy-2nd     2  0.195338                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1027                  Evaluation-VGG16_GRU-IA  Accuracy-2nd     3  0.331442                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1028                  Evaluation-VGG16_GRU-IA  Accuracy-2nd     4  0.221417                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1029                  Evaluation-VGG16_GRU-IA  Accuracy-2nd     5  0.200323                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1030                  Evaluation-VGG16_GRU-IA      Accuracy     1  0.729904                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1031                  Evaluation-VGG16_GRU-IA      Accuracy     2  0.804662                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1032                  Evaluation-VGG16_GRU-IA      Accuracy     3  0.668558                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1033                  Evaluation-VGG16_GRU-IA      Accuracy     4  0.778583                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1034                  Evaluation-VGG16_GRU-IA      Accuracy     5  0.799677                  VGG16-GRU-IA     VGG16          GRU     Irrigation-Aspiration
1035                 Evaluation-VGG16_LSTM-IA  Accuracy-1st     1  0.754823                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1036                 Evaluation-VGG16_LSTM-IA  Accuracy-1st     2  0.779743                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1037                 Evaluation-VGG16_LSTM-IA  Accuracy-1st     3  0.800648                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1038                 Evaluation-VGG16_LSTM-IA  Accuracy-1st     4  0.753623                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1039                 Evaluation-VGG16_LSTM-IA  Accuracy-1st     5  0.750404                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1040                 Evaluation-VGG16_LSTM-IA  Accuracy-2nd     1  0.245177                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1041                 Evaluation-VGG16_LSTM-IA  Accuracy-2nd     2  0.220257                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1042                 Evaluation-VGG16_LSTM-IA  Accuracy-2nd     3  0.199352                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1043                 Evaluation-VGG16_LSTM-IA  Accuracy-2nd     4  0.246377                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1044                 Evaluation-VGG16_LSTM-IA  Accuracy-2nd     5  0.249596                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1045                 Evaluation-VGG16_LSTM-IA      Accuracy     1  0.754823                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1046                 Evaluation-VGG16_LSTM-IA      Accuracy     2  0.779743                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1047                 Evaluation-VGG16_LSTM-IA      Accuracy     3  0.800648                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1048                 Evaluation-VGG16_LSTM-IA      Accuracy     4  0.753623                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1049                 Evaluation-VGG16_LSTM-IA      Accuracy     5  0.750404                 VGG16-LSTM-IA     VGG16         LSTM     Irrigation-Aspiration
1050           Evaluation-VGG16_Mamba-best-IA  Accuracy-1st     1  0.690514           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1051           Evaluation-VGG16_Mamba-best-IA  Accuracy-1st     2  0.781350           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1052           Evaluation-VGG16_Mamba-best-IA  Accuracy-1st     3  0.673420           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1053           Evaluation-VGG16_Mamba-best-IA  Accuracy-1st     4  0.680354           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1054           Evaluation-VGG16_Mamba-best-IA  Accuracy-1st     5  0.670436           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1055           Evaluation-VGG16_Mamba-best-IA  Accuracy-2nd     1  0.309486           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1056           Evaluation-VGG16_Mamba-best-IA  Accuracy-2nd     2  0.218650           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1057           Evaluation-VGG16_Mamba-best-IA  Accuracy-2nd     3  0.326580           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1058           Evaluation-VGG16_Mamba-best-IA  Accuracy-2nd     4  0.319646           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1059           Evaluation-VGG16_Mamba-best-IA  Accuracy-2nd     5  0.329564           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1060           Evaluation-VGG16_Mamba-best-IA      Accuracy     1  0.690514           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1061           Evaluation-VGG16_Mamba-best-IA      Accuracy     2  0.781350           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1062           Evaluation-VGG16_Mamba-best-IA      Accuracy     3  0.673420           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1063           Evaluation-VGG16_Mamba-best-IA      Accuracy     4  0.680354           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1064           Evaluation-VGG16_Mamba-best-IA      Accuracy     5  0.670436           VGG16-Mamba-best-IA     VGG16        Mamba     Irrigation-Aspiration
1065          Evaluation-VGG16_Transformer-IA  Accuracy-1st     1  0.772508          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1066          Evaluation-VGG16_Transformer-IA  Accuracy-1st     2  0.775723          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1067          Evaluation-VGG16_Transformer-IA  Accuracy-1st     3  0.752026          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1068          Evaluation-VGG16_Transformer-IA  Accuracy-1st     4  0.813205          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1069          Evaluation-VGG16_Transformer-IA  Accuracy-1st     5  0.776252          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1070          Evaluation-VGG16_Transformer-IA  Accuracy-2nd     1  0.227492          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1071          Evaluation-VGG16_Transformer-IA  Accuracy-2nd     2  0.224277          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1072          Evaluation-VGG16_Transformer-IA  Accuracy-2nd     3  0.247974          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1073          Evaluation-VGG16_Transformer-IA  Accuracy-2nd     4  0.186795          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1074          Evaluation-VGG16_Transformer-IA  Accuracy-2nd     5  0.223748          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1075          Evaluation-VGG16_Transformer-IA      Accuracy     1  0.772508          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1076          Evaluation-VGG16_Transformer-IA      Accuracy     2  0.775723          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1077          Evaluation-VGG16_Transformer-IA      Accuracy     3  0.752026          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1078          Evaluation-VGG16_Transformer-IA      Accuracy     4  0.813205          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1079          Evaluation-VGG16_Transformer-IA      Accuracy     5  0.776252          VGG16-Transformer-IA     VGG16  Transformer     Irrigation-Aspiration
1080             Evaluation-ResNet50_BiGRU-CP  Accuracy-1st     1  0.871528             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1081             Evaluation-ResNet50_BiGRU-CP  Accuracy-1st     2  0.915493             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1082             Evaluation-ResNet50_BiGRU-CP  Accuracy-1st     3  0.906667             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1083             Evaluation-ResNet50_BiGRU-CP  Accuracy-1st     4  0.800000             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1084             Evaluation-ResNet50_BiGRU-CP  Accuracy-1st     5  0.954545             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1085             Evaluation-ResNet50_BiGRU-CP  Accuracy-2nd     1  0.128472             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1086             Evaluation-ResNet50_BiGRU-CP  Accuracy-2nd     2  0.084507             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1087             Evaluation-ResNet50_BiGRU-CP  Accuracy-2nd     3  0.093333             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1088             Evaluation-ResNet50_BiGRU-CP  Accuracy-2nd     4  0.200000             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1089             Evaluation-ResNet50_BiGRU-CP  Accuracy-2nd     5  0.045455             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1090             Evaluation-ResNet50_BiGRU-CP      Accuracy     1  0.871528             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1091             Evaluation-ResNet50_BiGRU-CP      Accuracy     2  0.915493             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1092             Evaluation-ResNet50_BiGRU-CP      Accuracy     3  0.906667             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1093             Evaluation-ResNet50_BiGRU-CP      Accuracy     4  0.800000             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1094             Evaluation-ResNet50_BiGRU-CP      Accuracy     5  0.954545             ResNet50-BiGRU-CP  ResNet50        BiGRU         Capsule Polishing
1095            Evaluation-ResNet50_BiLSTM-CP  Accuracy-1st     1  0.864583            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1096            Evaluation-ResNet50_BiLSTM-CP  Accuracy-1st     2  0.911972            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1097            Evaluation-ResNet50_BiLSTM-CP  Accuracy-1st     3  0.920000            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1098            Evaluation-ResNet50_BiLSTM-CP  Accuracy-1st     4  0.903571            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1099            Evaluation-ResNet50_BiLSTM-CP  Accuracy-1st     5  0.954545            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1100            Evaluation-ResNet50_BiLSTM-CP  Accuracy-2nd     1  0.135417            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1101            Evaluation-ResNet50_BiLSTM-CP  Accuracy-2nd     2  0.088028            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1102            Evaluation-ResNet50_BiLSTM-CP  Accuracy-2nd     3  0.080000            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1103            Evaluation-ResNet50_BiLSTM-CP  Accuracy-2nd     4  0.096429            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1104            Evaluation-ResNet50_BiLSTM-CP  Accuracy-2nd     5  0.045455            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1105            Evaluation-ResNet50_BiLSTM-CP      Accuracy     1  0.864583            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1106            Evaluation-ResNet50_BiLSTM-CP      Accuracy     2  0.911972            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1107            Evaluation-ResNet50_BiLSTM-CP      Accuracy     3  0.920000            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1108            Evaluation-ResNet50_BiLSTM-CP      Accuracy     4  0.903571            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1109            Evaluation-ResNet50_BiLSTM-CP      Accuracy     5  0.954545            ResNet50-BiLSTM-CP  ResNet50       BiLSTM         Capsule Polishing
1110               Evaluation-ResNet50_GRU-CP  Accuracy-1st     1  0.881944               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1111               Evaluation-ResNet50_GRU-CP  Accuracy-1st     2  0.862676               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1112               Evaluation-ResNet50_GRU-CP  Accuracy-1st     3  0.913333               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1113               Evaluation-ResNet50_GRU-CP  Accuracy-1st     4  0.885714               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1114               Evaluation-ResNet50_GRU-CP  Accuracy-1st     5  0.926573               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1115               Evaluation-ResNet50_GRU-CP  Accuracy-2nd     1  0.118056               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1116               Evaluation-ResNet50_GRU-CP  Accuracy-2nd     2  0.137324               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1117               Evaluation-ResNet50_GRU-CP  Accuracy-2nd     3  0.086667               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1118               Evaluation-ResNet50_GRU-CP  Accuracy-2nd     4  0.114286               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1119               Evaluation-ResNet50_GRU-CP  Accuracy-2nd     5  0.073427               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1120               Evaluation-ResNet50_GRU-CP      Accuracy     1  0.881944               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1121               Evaluation-ResNet50_GRU-CP      Accuracy     2  0.862676               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1122               Evaluation-ResNet50_GRU-CP      Accuracy     3  0.913333               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1123               Evaluation-ResNet50_GRU-CP      Accuracy     4  0.885714               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1124               Evaluation-ResNet50_GRU-CP      Accuracy     5  0.926573               ResNet50-GRU-CP  ResNet50          GRU         Capsule Polishing
1125              Evaluation-ResNet50_LSTM-CP  Accuracy-1st     1  0.892361              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1126              Evaluation-ResNet50_LSTM-CP  Accuracy-1st     2  0.876761              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1127              Evaluation-ResNet50_LSTM-CP  Accuracy-1st     3  0.890000              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1128              Evaluation-ResNet50_LSTM-CP  Accuracy-1st     4  0.835714              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1129              Evaluation-ResNet50_LSTM-CP  Accuracy-1st     5  0.916084              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1130              Evaluation-ResNet50_LSTM-CP  Accuracy-2nd     1  0.107639              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1131              Evaluation-ResNet50_LSTM-CP  Accuracy-2nd     2  0.123239              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1132              Evaluation-ResNet50_LSTM-CP  Accuracy-2nd     3  0.110000              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1133              Evaluation-ResNet50_LSTM-CP  Accuracy-2nd     4  0.164286              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1134              Evaluation-ResNet50_LSTM-CP  Accuracy-2nd     5  0.083916              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1135              Evaluation-ResNet50_LSTM-CP      Accuracy     1  0.892361              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1136              Evaluation-ResNet50_LSTM-CP      Accuracy     2  0.876761              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1137              Evaluation-ResNet50_LSTM-CP      Accuracy     3  0.890000              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1138              Evaluation-ResNet50_LSTM-CP      Accuracy     4  0.835714              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1139              Evaluation-ResNet50_LSTM-CP      Accuracy     5  0.916084              ResNet50-LSTM-CP  ResNet50         LSTM         Capsule Polishing
1140        Evaluation-ResNet50_Mamba-best-CP  Accuracy-1st     1  0.864583        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
1141        Evaluation-ResNet50_Mamba-best-CP  Accuracy-1st     2  0.901408        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
1142        Evaluation-ResNet50_Mamba-best-CP  Accuracy-1st     3  0.880000        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
1143        Evaluation-ResNet50_Mamba-best-CP  Accuracy-1st     4  0.821429        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
1144        Evaluation-ResNet50_Mamba-best-CP  Accuracy-1st     5  0.909091        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
1145        Evaluation-ResNet50_Mamba-best-CP  Accuracy-2nd     1  0.135417        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
