                                  Experiment    Metric  File     Value                         Model       CNN          RNN                     Phase
380        Evaluation-ResNet50_Mamba-best-CP  F1-Score     1  0.864215        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
381        Evaluation-ResNet50_Mamba-best-CP  F1-Score     2  0.901330        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
382        Evaluation-ResNet50_Mamba-best-CP  F1-Score     3  0.879867        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
383        Evaluation-ResNet50_Mamba-best-CP  F1-Score     4  0.818427        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
384        Evaluation-ResNet50_Mamba-best-CP  F1-Score     5  0.908644        ResNet50-Mamba-best-CP  ResNet50        Mamba         Capsule Polishing
385       Evaluation-ResNet50_Transformer-CP  F1-Score     1  0.871079       ResNet50-Transformer-CP  ResNet50  Transformer         Capsule Polishing
386       Evaluation-ResNet50_Transformer-CP  F1-Score     2  0.818530       ResNet50-Transformer-CP  ResNet50  Transformer         Capsule Polishing
387       Evaluation-ResNet50_Transformer-CP  F1-Score     3  0.896574       ResNet50-Transformer-CP  ResNet50  Transformer         Capsule Polishing
388       Evaluation-ResNet50_Transformer-CP  F1-Score     4  0.885240       ResNet50-Transformer-CP  ResNet50  Transformer         Capsule Polishing
389       Evaluation-ResNet50_Transformer-CP  F1-Score     5  0.908873       ResNet50-Transformer-CP  ResNet50  Transformer         Capsule Polishing
390                Evaluation-VGG16_BiGRU-CP  F1-Score     1  0.790210                VGG16-BiGRU-CP     VGG16        BiGRU         Capsule Polishing
391                Evaluation-VGG16_BiGRU-CP  F1-Score     2  0.894319                VGG16-BiGRU-CP     VGG16        BiGRU         Capsule Polishing
392                Evaluation-VGG16_BiGRU-CP  F1-Score     3  0.869674                VGG16-BiGRU-CP     VGG16        BiGRU         Capsule Polishing
393                Evaluation-VGG16_BiGRU-CP  F1-Score     4  0.842463                VGG16-BiGRU-CP     VGG16        BiGRU         Capsule Polishing
394                Evaluation-VGG16_BiGRU-CP  F1-Score     5  0.915981                VGG16-BiGRU-CP     VGG16        BiGRU         Capsule Polishing
395               Evaluation-VGG16_BiLSTM-CP  F1-Score     1  0.877823               VGG16-BiLSTM-CP     VGG16       BiLSTM         Capsule Polishing
396               Evaluation-VGG16_BiLSTM-CP  F1-Score     2  0.911918               VGG16-BiLSTM-CP     VGG16       BiLSTM         Capsule Polishing
397               Evaluation-VGG16_BiLSTM-CP  F1-Score     3  0.896408               VGG16-BiLSTM-CP     VGG16       BiLSTM         Capsule Polishing
398               Evaluation-VGG16_BiLSTM-CP  F1-Score     4  0.841490               VGG16-BiLSTM-CP     VGG16       BiLSTM         Capsule Polishing
399               Evaluation-VGG16_BiLSTM-CP  F1-Score     5  0.908980               VGG16-BiLSTM-CP     VGG16       BiLSTM         Capsule Polishing
400                  Evaluation-VGG16_GRU-CP  F1-Score     1  0.859970                  VGG16-GRU-CP     VGG16          GRU         Capsule Polishing
401                  Evaluation-VGG16_GRU-CP  F1-Score     2  0.865958                  VGG16-GRU-CP     VGG16          GRU         Capsule Polishing
402                  Evaluation-VGG16_GRU-CP  F1-Score     3  0.929906                  VGG16-GRU-CP     VGG16          GRU         Capsule Polishing
403                  Evaluation-VGG16_GRU-CP  F1-Score     4  0.863443                  VGG16-GRU-CP     VGG16          GRU         Capsule Polishing
404                  Evaluation-VGG16_GRU-CP  F1-Score     5  0.936952                  VGG16-GRU-CP     VGG16          GRU         Capsule Polishing
405                 Evaluation-VGG16_LSTM-CP  F1-Score     1  0.885404                 VGG16-LSTM-CP     VGG16         LSTM         Capsule Polishing
406                 Evaluation-VGG16_LSTM-CP  F1-Score     2  0.868858                 VGG16-LSTM-CP     VGG16         LSTM         Capsule Polishing
407                 Evaluation-VGG16_LSTM-CP  F1-Score     3  0.889557                 VGG16-LSTM-CP     VGG16         LSTM         Capsule Polishing
408                 Evaluation-VGG16_LSTM-CP  F1-Score     4  0.889250                 VGG16-LSTM-CP     VGG16         LSTM         Capsule Polishing
409                 Evaluation-VGG16_LSTM-CP  F1-Score     5  0.905593                 VGG16-LSTM-CP     VGG16         LSTM         Capsule Polishing
410           Evaluation-VGG16_Mamba-best-CP  F1-Score     1  0.888803           VGG16-Mamba-best-CP     VGG16        Mamba         Capsule Polishing
411           Evaluation-VGG16_Mamba-best-CP  F1-Score     2  0.904787           VGG16-Mamba-best-CP     VGG16        Mamba         Capsule Polishing
412           Evaluation-VGG16_Mamba-best-CP  F1-Score     3  0.876665           VGG16-Mamba-best-CP     VGG16        Mamba         Capsule Polishing
413           Evaluation-VGG16_Mamba-best-CP  F1-Score     4  0.842051           VGG16-Mamba-best-CP     VGG16        Mamba         Capsule Polishing
414           Evaluation-VGG16_Mamba-best-CP  F1-Score     5  0.901925           VGG16-Mamba-best-CP     VGG16        Mamba         Capsule Polishing
415          Evaluation-VGG16_Transformer-CP  F1-Score     1  0.885415          VGG16-Transformer-CP     VGG16  Transformer         Capsule Polishing
416          Evaluation-VGG16_Transformer-CP  F1-Score     2  0.890735          VGG16-Transformer-CP     VGG16  Transformer         Capsule Polishing
417          Evaluation-VGG16_Transformer-CP  F1-Score     3  0.909879          VGG16-Transformer-CP     VGG16  Transformer         Capsule Polishing
418          Evaluation-VGG16_Transformer-CP  F1-Score     4  0.839284          VGG16-Transformer-CP     VGG16  Transformer         Capsule Polishing
419          Evaluation-VGG16_Transformer-CP  F1-Score     5  0.940471          VGG16-Transformer-CP     VGG16  Transformer         Capsule Polishing
420             Evaluation-ResNet50_BiGRU-LI  F1-Score     1  0.893547             ResNet50-BiGRU-LI  ResNet50        BiGRU         Lens Implantation
421             Evaluation-ResNet50_BiGRU-LI  F1-Score     2  0.901851             ResNet50-BiGRU-LI  ResNet50        BiGRU         Lens Implantation
422             Evaluation-ResNet50_BiGRU-LI  F1-Score     3  0.931247             ResNet50-BiGRU-LI  ResNet50        BiGRU         Lens Implantation
423             Evaluation-ResNet50_BiGRU-LI  F1-Score     4  0.888207             ResNet50-BiGRU-LI  ResNet50        BiGRU         Lens Implantation
424             Evaluation-ResNet50_BiGRU-LI  F1-Score     5  0.914453             ResNet50-BiGRU-LI  ResNet50        BiGRU         Lens Implantation
425            Evaluation-ResNet50_BiLSTM-LI  F1-Score     1  0.877292            ResNet50-BiLSTM-LI  ResNet50       BiLSTM         Lens Implantation
426            Evaluation-ResNet50_BiLSTM-LI  F1-Score     2  0.901819            ResNet50-BiLSTM-LI  ResNet50       BiLSTM         Lens Implantation
427            Evaluation-ResNet50_BiLSTM-LI  F1-Score     3  0.896648            ResNet50-BiLSTM-LI  ResNet50       BiLSTM         Lens Implantation
428            Evaluation-ResNet50_BiLSTM-LI  F1-Score     4  0.936295            ResNet50-BiLSTM-LI  ResNet50       BiLSTM         Lens Implantation
429            Evaluation-ResNet50_BiLSTM-LI  F1-Score     5  0.898327            ResNet50-BiLSTM-LI  ResNet50       BiLSTM         Lens Implantation
430               Evaluation-ResNet50_GRU-LI  F1-Score     1  0.887067               ResNet50-GRU-LI  ResNet50          GRU         Lens Implantation
431               Evaluation-ResNet50_GRU-LI  F1-Score     2  0.936699               ResNet50-GRU-LI  ResNet50          GRU         Lens Implantation
432               Evaluation-ResNet50_GRU-LI  F1-Score     3  0.821581               ResNet50-GRU-LI  ResNet50          GRU         Lens Implantation
433               Evaluation-ResNet50_GRU-LI  F1-Score     4  0.891680               ResNet50-GRU-LI  ResNet50          GRU         Lens Implantation
434               Evaluation-ResNet50_GRU-LI  F1-Score     5  0.882050               ResNet50-GRU-LI  ResNet50          GRU         Lens Implantation
435              Evaluation-ResNet50_LSTM-LI  F1-Score     1  0.912902              ResNet50-LSTM-LI  ResNet50         LSTM         Lens Implantation
436              Evaluation-ResNet50_LSTM-LI  F1-Score     2  0.911304              ResNet50-LSTM-LI  ResNet50         LSTM         Lens Implantation
437              Evaluation-ResNet50_LSTM-LI  F1-Score     3  0.868127              ResNet50-LSTM-LI  ResNet50         LSTM         Lens Implantation
438              Evaluation-ResNet50_LSTM-LI  F1-Score     4  0.888207              ResNet50-LSTM-LI  ResNet50         LSTM         Lens Implantation
439              Evaluation-ResNet50_LSTM-LI  F1-Score     5  0.898405              ResNet50-LSTM-LI  ResNet50         LSTM         Lens Implantation
440        Evaluation-ResNet50_Mamba-best-LI  F1-Score     1  0.864058        ResNet50-Mamba-best-LI  ResNet50        Mamba         Lens Implantation
441        Evaluation-ResNet50_Mamba-best-LI  F1-Score     2  0.933528        ResNet50-Mamba-best-LI  ResNet50        Mamba         Lens Implantation
442        Evaluation-ResNet50_Mamba-best-LI  F1-Score     3  0.899859        ResNet50-Mamba-best-LI  ResNet50        Mamba         Lens Implantation
443        Evaluation-ResNet50_Mamba-best-LI  F1-Score     4  0.904443        ResNet50-Mamba-best-LI  ResNet50        Mamba         Lens Implantation
444        Evaluation-ResNet50_Mamba-best-LI  F1-Score     5  0.892336        ResNet50-Mamba-best-LI  ResNet50        Mamba         Lens Implantation
445       Evaluation-ResNet50_Transformer-LI  F1-Score     1  0.859286       ResNet50-Transformer-LI  ResNet50  Transformer         Lens Implantation
446       Evaluation-ResNet50_Transformer-LI  F1-Score     2  0.936699       ResNet50-Transformer-LI  ResNet50  Transformer         Lens Implantation
447       Evaluation-ResNet50_Transformer-LI  F1-Score     3  0.902851       ResNet50-Transformer-LI  ResNet50  Transformer         Lens Implantation
448       Evaluation-ResNet50_Transformer-LI  F1-Score     4  0.917184       ResNet50-Transformer-LI  ResNet50  Transformer         Lens Implantation
449       Evaluation-ResNet50_Transformer-LI  F1-Score     5  0.877982       ResNet50-Transformer-LI  ResNet50  Transformer         Lens Implantation
450                Evaluation-VGG16_BiGRU-LI  F1-Score     1  0.867741                VGG16-BiGRU-LI     VGG16        BiGRU         Lens Implantation
451                Evaluation-VGG16_BiGRU-LI  F1-Score     2  0.901780                VGG16-BiGRU-LI     VGG16        BiGRU         Lens Implantation
452                Evaluation-VGG16_BiGRU-LI  F1-Score     3  0.890573                VGG16-BiGRU-LI     VGG16        BiGRU         Lens Implantation
453                Evaluation-VGG16_BiGRU-LI  F1-Score     4  0.888534                VGG16-BiGRU-LI     VGG16        BiGRU         Lens Implantation
454                Evaluation-VGG16_BiGRU-LI  F1-Score     5  0.866955                VGG16-BiGRU-LI     VGG16        BiGRU         Lens Implantation
455               Evaluation-VGG16_BiLSTM-LI  F1-Score     1  0.896770               VGG16-BiLSTM-LI     VGG16       BiLSTM         Lens Implantation
456               Evaluation-VGG16_BiLSTM-LI  F1-Score     2  0.930377               VGG16-BiLSTM-LI     VGG16       BiLSTM         Lens Implantation
457               Evaluation-VGG16_BiLSTM-LI  F1-Score     3  0.934359               VGG16-BiLSTM-LI     VGG16       BiLSTM         Lens Implantation
458               Evaluation-VGG16_BiLSTM-LI  F1-Score     4  0.872482               VGG16-BiLSTM-LI     VGG16       BiLSTM         Lens Implantation
459               Evaluation-VGG16_BiLSTM-LI  F1-Score     5  0.848101               VGG16-BiLSTM-LI     VGG16       BiLSTM         Lens Implantation
460                  Evaluation-VGG16_GRU-LI  F1-Score     1  0.859700                  VGG16-GRU-LI     VGG16          GRU         Lens Implantation
461                  Evaluation-VGG16_GRU-LI  F1-Score     2  0.875805                  VGG16-GRU-LI     VGG16          GRU         Lens Implantation
462                  Evaluation-VGG16_GRU-LI  F1-Score     3  0.921838                  VGG16-GRU-LI     VGG16          GRU         Lens Implantation
463                  Evaluation-VGG16_GRU-LI  F1-Score     4  0.913942                  VGG16-GRU-LI     VGG16          GRU         Lens Implantation
464                  Evaluation-VGG16_GRU-LI  F1-Score     5  0.839196                  VGG16-GRU-LI     VGG16          GRU         Lens Implantation
465                 Evaluation-VGG16_LSTM-LI  F1-Score     1  0.879591                 VGG16-LSTM-LI     VGG16         LSTM         Lens Implantation
466                 Evaluation-VGG16_LSTM-LI  F1-Score     2  0.901677                 VGG16-LSTM-LI     VGG16         LSTM         Lens Implantation
467                 Evaluation-VGG16_LSTM-LI  F1-Score     3  0.940611                 VGG16-LSTM-LI     VGG16         LSTM         Lens Implantation
468                 Evaluation-VGG16_LSTM-LI  F1-Score     4  0.843490                 VGG16-LSTM-LI     VGG16         LSTM         Lens Implantation
469                 Evaluation-VGG16_LSTM-LI  F1-Score     5  0.841461                 VGG16-LSTM-LI     VGG16         LSTM         Lens Implantation
470           Evaluation-VGG16_Mamba-best-LI  F1-Score     1  0.825678           VGG16-Mamba-best-LI     VGG16        Mamba         Lens Implantation
471           Evaluation-VGG16_Mamba-best-LI  F1-Score     2  0.870221           VGG16-Mamba-best-LI     VGG16        Mamba         Lens Implantation
472           Evaluation-VGG16_Mamba-best-LI  F1-Score     3  0.915604           VGG16-Mamba-best-LI     VGG16        Mamba         Lens Implantation
473           Evaluation-VGG16_Mamba-best-LI  F1-Score     4  0.865170           VGG16-Mamba-best-LI     VGG16        Mamba         Lens Implantation
474           Evaluation-VGG16_Mamba-best-LI  F1-Score     5  0.882050           VGG16-Mamba-best-LI     VGG16        Mamba         Lens Implantation
475          Evaluation-VGG16_Transformer-LI  F1-Score     1  0.860965          VGG16-Transformer-LI     VGG16  Transformer         Lens Implantation
476          Evaluation-VGG16_Transformer-LI  F1-Score     2  0.850003          VGG16-Transformer-LI     VGG16  Transformer         Lens Implantation
477          Evaluation-VGG16_Transformer-LI  F1-Score     3  0.906118          VGG16-Transformer-LI     VGG16  Transformer         Lens Implantation
478          Evaluation-VGG16_Transformer-LI  F1-Score     4  0.875238          VGG16-Transformer-LI     VGG16  Transformer         Lens Implantation
479          Evaluation-VGG16_Transformer-LI  F1-Score     5  0.817631          VGG16-Transformer-LI     VGG16  Transformer         Lens Implantation
480             Evaluation-ResNet50_BiGRU-LP  F1-Score     1  0.754310             ResNet50-BiGRU-LP  ResNet50        BiGRU          Lens Positioning
481             Evaluation-ResNet50_BiGRU-LP  F1-Score     2  0.871377             ResNet50-BiGRU-LP  ResNet50        BiGRU          Lens Positioning
482             Evaluation-ResNet50_BiGRU-LP  F1-Score     3  0.829692             ResNet50-BiGRU-LP  ResNet50        BiGRU          Lens Positioning
483             Evaluation-ResNet50_BiGRU-LP  F1-Score     4  0.830508             ResNet50-BiGRU-LP  ResNet50        BiGRU          Lens Positioning
484             Evaluation-ResNet50_BiGRU-LP  F1-Score     5  0.743473             ResNet50-BiGRU-LP  ResNet50        BiGRU          Lens Positioning
485            Evaluation-ResNet50_BiLSTM-LP  F1-Score     1  0.833012            ResNet50-BiLSTM-LP  ResNet50       BiLSTM          Lens Positioning
486            Evaluation-ResNet50_BiLSTM-LP  F1-Score     2  0.825628            ResNet50-BiLSTM-LP  ResNet50       BiLSTM          Lens Positioning
487            Evaluation-ResNet50_BiLSTM-LP  F1-Score     3  0.829692            ResNet50-BiLSTM-LP  ResNet50       BiLSTM          Lens Positioning
488            Evaluation-ResNet50_BiLSTM-LP  F1-Score     4  0.829228            ResNet50-BiLSTM-LP  ResNet50       BiLSTM          Lens Positioning
489            Evaluation-ResNet50_BiLSTM-LP  F1-Score     5  0.746272            ResNet50-BiLSTM-LP  ResNet50       BiLSTM          Lens Positioning
490               Evaluation-ResNet50_GRU-LP  F1-Score     1  0.842057               ResNet50-GRU-LP  ResNet50          GRU          Lens Positioning
491               Evaluation-ResNet50_GRU-LP  F1-Score     2  0.897780               ResNet50-GRU-LP  ResNet50          GRU          Lens Positioning
492               Evaluation-ResNet50_GRU-LP  F1-Score     3  0.807848               ResNet50-GRU-LP  ResNet50          GRU          Lens Positioning
493               Evaluation-ResNet50_GRU-LP  F1-Score     4  0.870651               ResNet50-GRU-LP  ResNet50          GRU          Lens Positioning
494               Evaluation-ResNet50_GRU-LP  F1-Score     5  0.760757               ResNet50-GRU-LP  ResNet50          GRU          Lens Positioning
495              Evaluation-ResNet50_LSTM-LP  F1-Score     1  0.841324              ResNet50-LSTM-LP  ResNet50         LSTM          Lens Positioning
496              Evaluation-ResNet50_LSTM-LP  F1-Score     2  0.871619              ResNet50-LSTM-LP  ResNet50         LSTM          Lens Positioning
497              Evaluation-ResNet50_LSTM-LP  F1-Score     3  0.860805              ResNet50-LSTM-LP  ResNet50         LSTM          Lens Positioning
498              Evaluation-ResNet50_LSTM-LP  F1-Score     4  0.856088              ResNet50-LSTM-LP  ResNet50         LSTM          Lens Positioning
499              Evaluation-ResNet50_LSTM-LP  F1-Score     5  0.797798              ResNet50-LSTM-LP  ResNet50         LSTM          Lens Positioning
500        Evaluation-ResNet50_Mamba-best-LP  F1-Score     1  0.824440        ResNet50-Mamba-best-LP  ResNet50        Mamba          Lens Positioning
501        Evaluation-ResNet50_Mamba-best-LP  F1-Score     2  0.818581        ResNet50-Mamba-best-LP  ResNet50        Mamba          Lens Positioning
502        Evaluation-ResNet50_Mamba-best-LP  F1-Score     3  0.794577        ResNet50-Mamba-best-LP  ResNet50        Mamba          Lens Positioning
503        Evaluation-ResNet50_Mamba-best-LP  F1-Score     4  0.862059        ResNet50-Mamba-best-LP  ResNet50        Mamba          Lens Positioning
504        Evaluation-ResNet50_Mamba-best-LP  F1-Score     5  0.751944        ResNet50-Mamba-best-LP  ResNet50        Mamba          Lens Positioning
505       Evaluation-ResNet50_Transformer-LP  F1-Score     1  0.778245       ResNet50-Transformer-LP  ResNet50  Transformer          Lens Positioning
506       Evaluation-ResNet50_Transformer-LP  F1-Score     2  0.866588       ResNet50-Transformer-LP  ResNet50  Transformer          Lens Positioning
507       Evaluation-ResNet50_Transformer-LP  F1-Score     3  0.811538       ResNet50-Transformer-LP  ResNet50  Transformer          Lens Positioning
508       Evaluation-ResNet50_Transformer-LP  F1-Score     4  0.831868       ResNet50-Transformer-LP  ResNet50  Transformer          Lens Positioning
509       Evaluation-ResNet50_Transformer-LP  F1-Score     5  0.785166       ResNet50-Transformer-LP  ResNet50  Transformer          Lens Positioning
510                Evaluation-VGG16_BiGRU-LP  F1-Score     1  0.792418                VGG16-BiGRU-LP     VGG16        BiGRU          Lens Positioning
511                Evaluation-VGG16_BiGRU-LP  F1-Score     2  0.849132                VGG16-BiGRU-LP     VGG16        BiGRU          Lens Positioning
512                Evaluation-VGG16_BiGRU-LP  F1-Score     3  0.824038                VGG16-BiGRU-LP     VGG16        BiGRU          Lens Positioning
513                Evaluation-VGG16_BiGRU-LP  F1-Score     4  0.743589                VGG16-BiGRU-LP     VGG16        BiGRU          Lens Positioning
514                Evaluation-VGG16_BiGRU-LP  F1-Score     5  0.740887                VGG16-BiGRU-LP     VGG16        BiGRU          Lens Positioning
515               Evaluation-VGG16_BiLSTM-LP  F1-Score     1  0.750059               VGG16-BiLSTM-LP     VGG16       BiLSTM          Lens Positioning
516               Evaluation-VGG16_BiLSTM-LP  F1-Score     2  0.849451               VGG16-BiLSTM-LP     VGG16       BiLSTM          Lens Positioning
517               Evaluation-VGG16_BiLSTM-LP  F1-Score     3  0.785441               VGG16-BiLSTM-LP     VGG16       BiLSTM          Lens Positioning
518               Evaluation-VGG16_BiLSTM-LP  F1-Score     4  0.785893               VGG16-BiLSTM-LP     VGG16       BiLSTM          Lens Positioning
519               Evaluation-VGG16_BiLSTM-LP  F1-Score     5  0.759972               VGG16-BiLSTM-LP     VGG16       BiLSTM          Lens Positioning
520                  Evaluation-VGG16_GRU-LP  F1-Score     1  0.797482                  VGG16-GRU-LP     VGG16          GRU          Lens Positioning
521                  Evaluation-VGG16_GRU-LP  F1-Score     2  0.862614                  VGG16-GRU-LP     VGG16          GRU          Lens Positioning
522                  Evaluation-VGG16_GRU-LP  F1-Score     3  0.803006                  VGG16-GRU-LP     VGG16          GRU          Lens Positioning
523                  Evaluation-VGG16_GRU-LP  F1-Score     4  0.770832                  VGG16-GRU-LP     VGG16          GRU          Lens Positioning
524                  Evaluation-VGG16_GRU-LP  F1-Score     5  0.760865                  VGG16-GRU-LP     VGG16          GRU          Lens Positioning
525                 Evaluation-VGG16_LSTM-LP  F1-Score     1  0.802171                 VGG16-LSTM-LP     VGG16         LSTM          Lens Positioning
526                 Evaluation-VGG16_LSTM-LP  F1-Score     2  0.858396                 VGG16-LSTM-LP     VGG16         LSTM          Lens Positioning
527                 Evaluation-VGG16_LSTM-LP  F1-Score     3  0.789233                 VGG16-LSTM-LP     VGG16         LSTM          Lens Positioning
528                 Evaluation-VGG16_LSTM-LP  F1-Score     4  0.908872                 VGG16-LSTM-LP     VGG16         LSTM          Lens Positioning
529                 Evaluation-VGG16_LSTM-LP  F1-Score     5  0.721739                 VGG16-LSTM-LP     VGG16         LSTM          Lens Positioning
530           Evaluation-VGG16_Mamba-best-LP  F1-Score     1  0.806062           VGG16-Mamba-best-LP     VGG16        Mamba          Lens Positioning
531           Evaluation-VGG16_Mamba-best-LP  F1-Score     2  0.760893           VGG16-Mamba-best-LP     VGG16        Mamba          Lens Positioning
532           Evaluation-VGG16_Mamba-best-LP  F1-Score     3  0.789973           VGG16-Mamba-best-LP     VGG16        Mamba          Lens Positioning
533           Evaluation-VGG16_Mamba-best-LP  F1-Score     4  0.744622           VGG16-Mamba-best-LP     VGG16        Mamba          Lens Positioning
534           Evaluation-VGG16_Mamba-best-LP  F1-Score     5  0.707451           VGG16-Mamba-best-LP     VGG16        Mamba          Lens Positioning
535          Evaluation-VGG16_Transformer-LP  F1-Score     1  0.832509          VGG16-Transformer-LP     VGG16  Transformer          Lens Positioning
536          Evaluation-VGG16_Transformer-LP  F1-Score     2  0.803773          VGG16-Transformer-LP     VGG16  Transformer          Lens Positioning
537          Evaluation-VGG16_Transformer-LP  F1-Score     3  0.819355          VGG16-Transformer-LP     VGG16  Transformer          Lens Positioning
538          Evaluation-VGG16_Transformer-LP  F1-Score     4  0.796563          VGG16-Transformer-LP     VGG16  Transformer          Lens Positioning
539          Evaluation-VGG16_Transformer-LP  F1-Score     5  0.785786          VGG16-Transformer-LP     VGG16  Transformer          Lens Positioning
540             Evaluation-ResNet50_BiGRU-VS  F1-Score     1  0.868997             ResNet50-BiGRU-VS  ResNet50        BiGRU      Viscoelastic-Suction
541             Evaluation-ResNet50_BiGRU-VS  F1-Score     2  0.856422             ResNet50-BiGRU-VS  ResNet50        BiGRU      Viscoelastic-Suction
542             Evaluation-ResNet50_BiGRU-VS  F1-Score     3  0.835032             ResNet50-BiGRU-VS  ResNet50        BiGRU      Viscoelastic-Suction
543             Evaluation-ResNet50_BiGRU-VS  F1-Score     4  0.751670             ResNet50-BiGRU-VS  ResNet50        BiGRU      Viscoelastic-Suction
544             Evaluation-ResNet50_BiGRU-VS  F1-Score     5  0.852172             ResNet50-BiGRU-VS  ResNet50        BiGRU      Viscoelastic-Suction
545            Evaluation-ResNet50_BiLSTM-VS  F1-Score     1  0.866333            ResNet50-BiLSTM-VS  ResNet50       BiLSTM      Viscoelastic-Suction
546            Evaluation-ResNet50_BiLSTM-VS  F1-Score     2  0.811301            ResNet50-BiLSTM-VS  ResNet50       BiLSTM      Viscoelastic-Suction
547            Evaluation-ResNet50_BiLSTM-VS  F1-Score     3  0.863937            ResNet50-BiLSTM-VS  ResNet50       BiLSTM      Viscoelastic-Suction
548            Evaluation-ResNet50_BiLSTM-VS  F1-Score     4  0.761993            ResNet50-BiLSTM-VS  ResNet50       BiLSTM      Viscoelastic-Suction
549            Evaluation-ResNet50_BiLSTM-VS  F1-Score     5  0.846891            ResNet50-BiLSTM-VS  ResNet50       BiLSTM      Viscoelastic-Suction
550               Evaluation-ResNet50_GRU-VS  F1-Score     1  0.853871               ResNet50-GRU-VS  ResNet50          GRU      Viscoelastic-Suction
551               Evaluation-ResNet50_GRU-VS  F1-Score     2  0.817378               ResNet50-GRU-VS  ResNet50          GRU      Viscoelastic-Suction
552               Evaluation-ResNet50_GRU-VS  F1-Score     3  0.807777               ResNet50-GRU-VS  ResNet50          GRU      Viscoelastic-Suction
553               Evaluation-ResNet50_GRU-VS  F1-Score     4  0.721490               ResNet50-GRU-VS  ResNet50          GRU      Viscoelastic-Suction
554               Evaluation-ResNet50_GRU-VS  F1-Score     5  0.862367               ResNet50-GRU-VS  ResNet50          GRU      Viscoelastic-Suction
555              Evaluation-ResNet50_LSTM-VS  F1-Score     1  0.882862              ResNet50-LSTM-VS  ResNet50         LSTM      Viscoelastic-Suction
556              Evaluation-ResNet50_LSTM-VS  F1-Score     2  0.815134              ResNet50-LSTM-VS  ResNet50         LSTM      Viscoelastic-Suction
557              Evaluation-ResNet50_LSTM-VS  F1-Score     3  0.824599              ResNet50-LSTM-VS  ResNet50         LSTM      Viscoelastic-Suction
558              Evaluation-ResNet50_LSTM-VS  F1-Score     4  0.689116              ResNet50-LSTM-VS  ResNet50         LSTM      Viscoelastic-Suction
559              Evaluation-ResNet50_LSTM-VS  F1-Score     5  0.779710              ResNet50-LSTM-VS  ResNet50         LSTM      Viscoelastic-Suction
560        Evaluation-ResNet50_Mamba-best-VS  F1-Score     1  0.830507        ResNet50-Mamba-best-VS  ResNet50        Mamba      Viscoelastic-Suction
561        Evaluation-ResNet50_Mamba-best-VS  F1-Score     2  0.809773        ResNet50-Mamba-best-VS  ResNet50        Mamba      Viscoelastic-Suction
562        Evaluation-ResNet50_Mamba-best-VS  F1-Score     3  0.811502        ResNet50-Mamba-best-VS  ResNet50        Mamba      Viscoelastic-Suction
563        Evaluation-ResNet50_Mamba-best-VS  F1-Score     4  0.703248        ResNet50-Mamba-best-VS  ResNet50        Mamba      Viscoelastic-Suction
564        Evaluation-ResNet50_Mamba-best-VS  F1-Score     5  0.820603        ResNet50-Mamba-best-VS  ResNet50        Mamba      Viscoelastic-Suction
565       Evaluation-ResNet50_Transformer-VS  F1-Score     1  0.892939       ResNet50-Transformer-VS  ResNet50  Transformer      Viscoelastic-Suction
566       Evaluation-ResNet50_Transformer-VS  F1-Score     2  0.850021       ResNet50-Transformer-VS  ResNet50  Transformer      Viscoelastic-Suction
567       Evaluation-ResNet50_Transformer-VS  F1-Score     3  0.819693       ResNet50-Transformer-VS  ResNet50  Transformer      Viscoelastic-Suction
568       Evaluation-ResNet50_Transformer-VS  F1-Score     4  0.741348       ResNet50-Transformer-VS  ResNet50  Transformer      Viscoelastic-Suction
569       Evaluation-ResNet50_Transformer-VS  F1-Score     5  0.826954       ResNet50-Transformer-VS  ResNet50  Transformer      Viscoelastic-Suction
570                Evaluation-VGG16_BiGRU-VS  F1-Score     1  0.862453                VGG16-BiGRU-VS     VGG16        BiGRU      Viscoelastic-Suction
571                Evaluation-VGG16_BiGRU-VS  F1-Score     2  0.844107                VGG16-BiGRU-VS     VGG16        BiGRU      Viscoelastic-Suction
572                Evaluation-VGG16_BiGRU-VS  F1-Score     3  0.773253                VGG16-BiGRU-VS     VGG16        BiGRU      Viscoelastic-Suction
573                Evaluation-VGG16_BiGRU-VS  F1-Score     4  0.786248                VGG16-BiGRU-VS     VGG16        BiGRU      Viscoelastic-Suction
574                Evaluation-VGG16_BiGRU-VS  F1-Score     5  0.850302                VGG16-BiGRU-VS     VGG16        BiGRU      Viscoelastic-Suction
575               Evaluation-VGG16_BiLSTM-VS  F1-Score     1  0.875817               VGG16-BiLSTM-VS     VGG16       BiLSTM      Viscoelastic-Suction
576               Evaluation-VGG16_BiLSTM-VS  F1-Score     2  0.849621               VGG16-BiLSTM-VS     VGG16       BiLSTM      Viscoelastic-Suction
577               Evaluation-VGG16_BiLSTM-VS  F1-Score     3  0.806639               VGG16-BiLSTM-VS     VGG16       BiLSTM      Viscoelastic-Suction
578               Evaluation-VGG16_BiLSTM-VS  F1-Score     4  0.736603               VGG16-BiLSTM-VS     VGG16       BiLSTM      Viscoelastic-Suction
579               Evaluation-VGG16_BiLSTM-VS  F1-Score     5  0.827628               VGG16-BiLSTM-VS     VGG16       BiLSTM      Viscoelastic-Suction
